Order_ID,Customer_ID,Customer_Name,Gender,Age,City,Restaurant_ID,Restaurant_Name,Cuisine,Restaurant_Rating,Delivery_Partner,Vehicle_Type,Payment_Mode,Order_Date,Order_Time,Delivery_Time_Minutes,Distance_km,Order_Value,Discount,Delivery_Fee,Final_Amount,Order_Status,Customer_Rating,Weather,Festival
279,1162,Customer_12,Female,53,Pune,2,Pizza Point,Italian,4.3,Partner_37,Cycle,Credit Card,26-02-2025,07:19:00,21,1.5,818,0,39,857,Delivered,2,Rainy,No
280,1293,Customer_205,Male,22,Pune,2,Pizza Point,Italian,4.6,Partner_31,Bike,Cash,18-03-2025,03:08:00,59,10.8,677,50,71,698,Delivered,1,Cloudy,No
281,1179,Customer_223,Female,25,Delhi,6,Tandoori Treat,Chinese,4.8,Partner_15,Cycle,Net Banking,15-01-2025,11:24:00,53,14,1380,100,25,1305,Delivered,4,Sunny,No
282,1258,Customer_114,Male,21,Pune,1,Spice Hub,North Indian,4.5,Partner_26,Scooter,Wallet,08-02-2025,11:09:00,51,8.1,853,150,56,759,Delivered,3,Rainy,Yes
283,1205,Customer_135,Male,43,Mumbai,3,Burger Town,Fast Food,4.3,Partner_50,Cycle,Credit Card,13-01-2025,18:42:00,23,7.7,369,100,56,325,Delivered,4,Cloudy,Yes
284,1221,Customer_166,Male,25,Pune,5,Green Bowl,Healthy,4.5,Partner_28,Scooter,Debit Card,19-01-2025,09:05:00,27,5.5,1273,20,35,1288,Delivered,1,Rainy,Yes
285,1120,Customer_103,Female,27,Bengaluru,5,Green Bowl,Healthy,4.6,Partner_6,Bike,Net Banking,23-04-2025,01:31:00,18,4.4,1105,150,29,984,Delivered,2,Rainy,Yes
286,1170,Customer_108,Male,31,Bengaluru,6,Tandoori Treat,Chinese,4.3,Partner_49,Scooter,Wallet,01-05-2025,00:46:00,45,9.7,427,50,48,425,Cancelled,1,Rainy,Yes
287,1139,Customer_28,Female,59,Bengaluru,2,Pizza Point,Italian,4.9,Partner_5,Scooter,Net Banking,28-06-2025,21:05:00,32,10.3,323,50,32,305,Delivered,3,Sunny,Yes
288,1162,Customer_249,Male,29,Bengaluru,6,Tandoori Treat,Chinese,3.8,Partner_30,Cycle,Net Banking,11-05-2025,03:23:00,16,1.6,991,20,44,1015,Cancelled,3,Rainy,No
289,1182,Customer_155,Male,50,Hyderabad,6,Tandoori Treat,Chinese,3.9,Partner_4,Cycle,Debit Card,25-06-2025,12:00:00,39,13.5,521,0,42,563,Delivered,1,Cloudy,No
290,1196,Customer_267,Male,44,Mumbai,2,Pizza Point,Italian,3.9,Partner_10,Scooter,Debit Card,05-02-2025,02:59:00,53,5.6,899,100,62,861,Delivered,2,Cloudy,Yes
291,1070,Customer_221,Male,59,Pune,5,Green Bowl,Healthy,4.9,Partner_11,Scooter,UPI,26-06-2025,17:52:00,50,8.5,614,20,39,633,Delivered,2,Rainy,Yes
292,1141,Customer_78,Male,24,Chandigarh,1,Spice Hub,North Indian,3.7,Partner_2,Cycle,Wallet,19-03-2025,15:07:00,32,9.5,852,100,46,798,Delivered,5,Sunny,Yes
293,1258,Customer_241,Female,29,Chandigarh,1,Spice Hub,North Indian,4.8,Partner_32,Scooter,Credit Card,03-05-2025,04:34:00,25,3.7,935,0,64,999,Delivered,1,Rainy,No
294,1251,Customer_167,Female,33,Mumbai,6,Tandoori Treat,Chinese,4.1,Partner_50,Bike,Wallet,15-02-2025,14:59:00,39,11.1,615,20,24,619,Delivered,5,Cloudy,Yes
295,1266,Customer_276,Female,20,Pune,1,Spice Hub,North Indian,4.3,Partner_34,Cycle,UPI,11-01-2025,08:23:00,27,5.1,1124,100,72,1096,Delivered,3,Rainy,No
296,1265,Customer_73,Female,59,Mumbai,4,Biryani House,Biryani,4.2,Partner_47,Cycle,UPI,14-01-2025,23:33:00,26,11.9,802,150,78,730,Cancelled,5,Sunny,No
297,1104,Customer_233,Male,34,Hyderabad,3,Burger Town,Fast Food,4,Partner_42,Cycle,Credit Card,27-04-2025,20:08:00,60,11.3,1123,0,31,1154,Delivered,4,Cloudy,No
298,1282,Customer_195,Male,28,Delhi,5,Green Bowl,Healthy,4.9,Partner_37,Cycle,Credit Card,10-02-2025,12:55:00,25,13.2,986,150,59,895,Delivered,1,Rainy,No
299,1068,Customer_104,Male,57,Bengaluru,6,Tandoori Treat,Chinese,4.6,Partner_1,Scooter,Cash,16-02-2025,04:00:00,46,8.6,1113,50,60,1123,Delivered,4,Sunny,Yes
300,1004,Customer_126,Female,57,Pune,6,Tandoori Treat,Chinese,4.4,Partner_14,Bike,Credit Card,24-04-2025,02:42:00,24,1.8,1174,100,46,1120,Delivered,2,Sunny,No
301,1146,Customer_294,Male,47,Bengaluru,1,Spice Hub,North Indian,4.6,Partner_24,Bike,UPI,15-02-2025,05:30:00,34,5.5,300,0,46,346,Delivered,1,Rainy,Yes
302,1270,Customer_212,Male,31,Bengaluru,4,Biryani House,Biryani,4.4,Partner_7,Cycle,Net Banking,12-03-2025,11:14:00,55,8.4,475,0,64,539,Delivered,5,Cloudy,No
303,1182,Customer_67,Female,51,Hyderabad,5,Green Bowl,Healthy,4.6,Partner_32,Scooter,Credit Card,28-05-2025,21:16:00,54,4.3,848,50,53,851,Delivered,2,Sunny,Yes
304,1213,Customer_212,Male,39,Delhi,4,Biryani House,Biryani,4,Partner_41,Bike,UPI,23-02-2025,21:00:00,55,3.8,1480,0,67,1547,Delivered,1,Rainy,No
305,1175,Customer_203,Male,29,Pune,5,Green Bowl,Healthy,3.8,Partner_22,Cycle,Cash,25-06-2025,11:22:00,45,12.2,863,0,27,890,Delivered,4,Sunny,No
306,1154,Customer_290,Female,53,Pune,3,Burger Town,Fast Food,4.3,Partner_14,Cycle,Net Banking,15-01-2025,17:47:00,36,12.2,1147,100,79,1126,Delivered,3,Sunny,Yes
307,1293,Customer_200,Male,56,Bengaluru,1,Spice Hub,North Indian,3.7,Partner_49,Scooter,Net Banking,17-05-2025,05:39:00,35,10.9,894,100,60,854,Delivered,1,Rainy,Yes
308,1058,Customer_192,Male,30,Bengaluru,4,Biryani House,Biryani,4.9,Partner_29,Cycle,UPI,19-03-2025,05:58:00,45,13.7,819,20,53,852,Delivered,3,Rainy,No
309,1019,Customer_236,Female,51,Bengaluru,2,Pizza Point,Italian,3.7,Partner_20,Bike,Net Banking,03-02-2025,07:00:00,53,13.2,401,150,63,314,Delivered,1,Sunny,No
310,1147,Customer_142,Female,46,Delhi,5,Green Bowl,Healthy,4.5,Partner_18,Bike,Credit Card,21-02-2025,06:34:00,32,2.6,839,20,40,859,Cancelled,5,Cloudy,Yes
311,1146,Customer_294,Male,28,Mumbai,5,Green Bowl,Healthy,3.6,Partner_40,Scooter,Wallet,11-03-2025,04:49:00,43,1.7,917,150,40,807,Delivered,1,Sunny,No
312,1229,Customer_183,Female,39,Delhi,1,Spice Hub,North Indian,4.7,Partner_46,Cycle,Wallet,30-06-2025,20:20:00,20,14.6,1073,100,31,1004,Delivered,4,Cloudy,Yes
313,1239,Customer_241,Male,32,Delhi,6,Tandoori Treat,Chinese,3.7,Partner_40,Scooter,Debit Card,21-03-2025,23:21:00,40,3.6,1159,0,49,1208,Delivered,3,Rainy,No
314,1237,Customer_88,Female,40,Hyderabad,1,Spice Hub,North Indian,4.4,Partner_9,Cycle,UPI,31-03-2025,16:20:00,40,12.4,333,100,27,260,Delivered,3,Cloudy,Yes
315,1125,Customer_281,Male,48,Bengaluru,5,Green Bowl,Healthy,4.1,Partner_22,Bike,Net Banking,16-04-2025,08:08:00,52,7,1144,100,57,1101,Cancelled,5,Rainy,Yes
316,1238,Customer_167,Male,46,Mumbai,6,Tandoori Treat,Chinese,3.8,Partner_26,Bike,Wallet,05-05-2025,03:54:00,21,10.6,359,150,73,282,Delivered,4,Rainy,No
317,1001,Customer_76,Male,46,Chandigarh,6,Tandoori Treat,Chinese,4.3,Partner_25,Cycle,Wallet,05-02-2025,19:49:00,43,3.7,325,0,33,358,Delivered,3,Rainy,No
318,1262,Customer_207,Male,36,Hyderabad,6,Tandoori Treat,Chinese,3.6,Partner_36,Bike,UPI,03-01-2025,20:52:00,60,8.8,905,0,57,962,Cancelled,1,Rainy,Yes
319,1208,Customer_196,Female,52,Mumbai,4,Biryani House,Biryani,3.8,Partner_12,Scooter,Credit Card,23-03-2025,13:03:00,27,8.8,1408,100,60,1368,Delivered,3,Rainy,Yes
320,1009,Customer_74,Female,60,Bengaluru,6,Tandoori Treat,Chinese,4.2,Partner_9,Bike,Credit Card,19-01-2025,22:07:00,56,12.3,457,20,20,457,Delivered,5,Rainy,Yes
321,1182,Customer_116,Male,45,Hyderabad,5,Green Bowl,Healthy,4.4,Partner_37,Scooter,Net Banking,26-04-2025,13:07:00,30,11,1068,150,72,990,Delivered,5,Cloudy,No
322,1298,Customer_247,Male,27,Delhi,1,Spice Hub,North Indian,4.6,Partner_34,Scooter,Cash,05-04-2025,03:51:00,48,2.1,1363,100,65,1328,Delivered,1,Sunny,No
323,1028,Customer_176,Male,48,Chandigarh,6,Tandoori Treat,Chinese,4.2,Partner_31,Cycle,Net Banking,29-05-2025,10:39:00,36,6.9,359,150,71,280,Cancelled,3,Rainy,Yes
324,1032,Customer_243,Male,54,Delhi,6,Tandoori Treat,Chinese,3.6,Partner_19,Cycle,Wallet,25-05-2025,08:53:00,16,5,1423,50,66,1439,Delivered,5,Sunny,No
325,1058,Customer_90,Male,60,Bengaluru,2,Pizza Point,Italian,4.2,Partner_12,Scooter,Net Banking,07-03-2025,00:29:00,30,7.8,1461,50,37,1448,Delivered,1,Rainy,Yes
326,1122,Customer_226,Male,31,Mumbai,5,Green Bowl,Healthy,4.4,Partner_23,Bike,Net Banking,16-04-2025,13:04:00,31,11.6,515,100,68,483,Delivered,2,Rainy,No
327,1200,Customer_243,Female,27,Hyderabad,3,Burger Town,Fast Food,4.3,Partner_28,Bike,Debit Card,08-04-2025,23:19:00,43,6.3,1175,150,34,1059,Delivered,5,Cloudy,Yes
328,1172,Customer_139,Female,24,Delhi,5,Green Bowl,Healthy,3.9,Partner_38,Scooter,Cash,16-06-2025,09:18:00,58,11.5,924,100,59,883,Delivered,5,Sunny,No
329,1005,Customer_35,Male,44,Chandigarh,6,Tandoori Treat,Chinese,3.6,Partner_7,Cycle,Cash,03-01-2025,22:57:00,37,4.1,568,50,55,573,Delivered,2,Sunny,Yes
330,1063,Customer_62,Male,56,Pune,1,Spice Hub,North Indian,3.7,Partner_43,Cycle,Wallet,25-02-2025,20:27:00,26,13.5,316,150,62,228,Delivered,3,Rainy,No
331,1166,Customer_132,Male,22,Chandigarh,1,Spice Hub,North Indian,3.9,Partner_4,Scooter,Cash,20-04-2025,23:37:00,36,14.9,1128,50,69,1147,Delivered,3,Sunny,No
332,1252,Customer_56,Male,52,Delhi,4,Biryani House,Biryani,4.7,Partner_14,Cycle,Net Banking,15-02-2025,22:01:00,21,13.8,610,150,45,505,Delivered,1,Sunny,Yes
333,1001,Customer_20,Female,35,Delhi,5,Green Bowl,Healthy,3.7,Partner_22,Scooter,Wallet,08-05-2025,05:04:00,15,8.2,713,100,21,634,Cancelled,4,Rainy,No
334,1247,Customer_63,Female,39,Hyderabad,6,Tandoori Treat,Chinese,4.5,Partner_26,Bike,Net Banking,01-01-2025,13:07:00,56,2.3,343,150,34,227,Delivered,3,Sunny,No
335,1098,Customer_154,Female,24,Bengaluru,6,Tandoori Treat,Chinese,4.4,Partner_23,Scooter,UPI,11-01-2025,13:06:00,55,7.1,615,20,55,650,Delivered,1,Sunny,Yes
336,1158,Customer_256,Female,19,Chandigarh,5,Green Bowl,Healthy,3.6,Partner_4,Scooter,Net Banking,17-01-2025,18:27:00,17,6.7,688,100,44,632,Delivered,5,Rainy,Yes
337,1010,Customer_242,Male,33,Chandigarh,5,Green Bowl,Healthy,4.6,Partner_9,Bike,Credit Card,06-02-2025,16:41:00,55,1.7,677,0,22,699,Delivered,1,Rainy,Yes
338,1113,Customer_33,Male,45,Pune,1,Spice Hub,North Indian,4,Partner_48,Cycle,Cash,02-06-2025,21:00:00,35,2.7,417,0,51,468,Delivered,5,Sunny,No
339,1141,Customer_73,Female,28,Mumbai,1,Spice Hub,North Indian,4.5,Partner_36,Bike,Cash,17-01-2025,04:07:00,30,14,1414,20,41,1435,Delivered,1,Cloudy,No
340,1046,Customer_146,Female,48,Mumbai,1,Spice Hub,North Indian,4.5,Partner_14,Bike,Net Banking,02-01-2025,06:07:00,32,8.3,1197,0,20,1217,Delivered,2,Cloudy,Yes
341,1155,Customer_179,Female,18,Pune,2,Pizza Point,Italian,4.3,Partner_13,Bike,Wallet,23-01-2025,21:24:00,21,9.7,1223,150,80,1153,Delivered,5,Cloudy,Yes
342,1077,Customer_243,Female,29,Hyderabad,6,Tandoori Treat,Chinese,3.7,Partner_3,Bike,Net Banking,19-02-2025,03:50:00,38,5,626,50,23,599,Delivered,3,Cloudy,No
343,1249,Customer_264,Male,22,Delhi,1,Spice Hub,North Indian,4.8,Partner_47,Scooter,Wallet,10-02-2025,00:59:00,52,5.6,307,150,31,188,Delivered,3,Sunny,Yes
344,1193,Customer_113,Male,48,Bengaluru,2,Pizza Point,Italian,4.4,Partner_4,Scooter,Credit Card,16-04-2025,06:49:00,28,14,400,20,67,447,Delivered,4,Rainy,Yes
345,1066,Customer_17,Male,35,Hyderabad,6,Tandoori Treat,Chinese,3.7,Partner_30,Scooter,Cash,21-02-2025,11:27:00,25,11.6,597,50,37,584,Delivered,3,Cloudy,Yes
346,1211,Customer_268,Female,31,Chandigarh,5,Green Bowl,Healthy,4.4,Partner_30,Scooter,UPI,28-02-2025,02:57:00,42,11.3,548,150,55,453,Delivered,3,Rainy,Yes
347,1241,Customer_259,Male,45,Pune,2,Pizza Point,Italian,4.3,Partner_31,Cycle,UPI,12-01-2025,01:22:00,43,7.9,1374,0,46,1420,Delivered,1,Cloudy,No
348,1009,Customer_246,Female,28,Mumbai,2,Pizza Point,Italian,4.6,Partner_37,Cycle,Wallet,15-06-2025,03:05:00,16,14.7,934,50,35,919,Delivered,2,Cloudy,No
349,1037,Customer_198,Female,51,Mumbai,3,Burger Town,Fast Food,3.5,Partner_28,Scooter,Net Banking,12-06-2025,00:02:00,54,8.6,1483,100,65,1448,Delivered,1,Cloudy,No
350,1197,Customer_188,Female,57,Chandigarh,1,Spice Hub,North Indian,3.6,Partner_24,Bike,Net Banking,14-01-2025,03:47:00,50,10.9,1254,50,76,1280,Delivered,2,Sunny,No
351,1108,Customer_116,Female,40,Mumbai,5,Green Bowl,Healthy,4.8,Partner_33,Cycle,Cash,29-05-2025,23:59:00,32,1.8,432,100,67,399,Delivered,4,Rainy,Yes
352,1189,Customer_34,Male,47,Hyderabad,6,Tandoori Treat,Chinese,3.6,Partner_26,Bike,Debit Card,16-03-2025,15:25:00,19,2.5,1289,150,77,1216,Delivered,2,Rainy,Yes
353,1278,Customer_68,Female,40,Mumbai,5,Green Bowl,Healthy,4.1,Partner_48,Cycle,UPI,17-04-2025,23:17:00,33,3.6,1484,0,38,1522,Delivered,2,Cloudy,No
354,1272,Customer_281,Female,47,Hyderabad,5,Green Bowl,Healthy,4,Partner_9,Scooter,Credit Card,01-06-2025,22:43:00,31,4.2,902,50,51,903,Delivered,3,Sunny,Yes
355,1147,Customer_94,Male,60,Bengaluru,3,Burger Town,Fast Food,4.7,Partner_11,Bike,UPI,11-02-2025,18:16:00,17,14.9,1133,20,59,1172,Delivered,4,Rainy,No
356,1076,Customer_191,Female,52,Mumbai,2,Pizza Point,Italian,5,Partner_35,Scooter,UPI,23-03-2025,11:44:00,16,6.7,1351,0,62,1413,Delivered,2,Rainy,No
357,1243,Customer_149,Male,54,Mumbai,1,Spice Hub,North Indian,4.6,Partner_29,Scooter,Net Banking,15-06-2025,10:05:00,22,11.2,1318,150,41,1209,Delivered,2,Cloudy,Yes
358,1183,Customer_48,Female,21,Bengaluru,1,Spice Hub,North Indian,4.4,Partner_13,Cycle,Wallet,26-02-2025,15:13:00,29,11.9,1022,150,73,945,Delivered,2,Sunny,Yes
359,1163,Customer_262,Male,60,Pune,4,Biryani House,Biryani,4,Partner_10,Cycle,Cash,19-02-2025,16:44:00,38,6.4,378,150,45,273,Delivered,3,Rainy,No
360,1227,Customer_148,Male,45,Hyderabad,5,Green Bowl,Healthy,4.6,Partner_27,Bike,Wallet,24-04-2025,14:11:00,53,2.2,379,20,66,425,Delivered,4,Cloudy,No
361,1140,Customer_213,Male,53,Delhi,5,Green Bowl,Healthy,4.2,Partner_37,Bike,Credit Card,15-04-2025,21:48:00,26,12.7,969,0,20,989,Delivered,4,Sunny,No
362,1014,Customer_2,Male,34,Pune,3,Burger Town,Fast Food,4,Partner_41,Cycle,Cash,29-04-2025,07:39:00,22,10.2,1211,150,67,1128,Delivered,4,Sunny,No
363,1035,Customer_186,Female,54,Chandigarh,6,Tandoori Treat,Chinese,4.2,Partner_17,Cycle,Net Banking,12-03-2025,16:49:00,45,14.6,701,0,27,728,Delivered,3,Cloudy,Yes
364,1070,Customer_183,Male,21,Bengaluru,2,Pizza Point,Italian,3.9,Partner_27,Cycle,Debit Card,23-03-2025,15:44:00,18,5.1,1391,0,29,1420,Delivered,1,Cloudy,Yes
365,1166,Customer_162,Female,35,Chandigarh,2,Pizza Point,Italian,4.5,Partner_45,Scooter,UPI,12-02-2025,18:33:00,49,9.1,393,150,68,311,Delivered,1,Sunny,No
366,1112,Customer_80,Male,30,Bengaluru,4,Biryani House,Biryani,4.7,Partner_36,Cycle,Net Banking,11-02-2025,03:29:00,48,12.8,1043,50,78,1071,Delivered,1,Rainy,No
367,1186,Customer_72,Female,56,Delhi,1,Spice Hub,North Indian,4.3,Partner_22,Bike,Net Banking,31-03-2025,10:38:00,34,1.4,468,0,50,518,Delivered,2,Sunny,Yes
368,1218,Customer_58,Male,19,Chandigarh,2,Pizza Point,Italian,4.7,Partner_49,Scooter,UPI,03-02-2025,02:40:00,27,2.5,829,20,33,842,Delivered,5,Cloudy,Yes
369,1006,Customer_50,Male,56,Hyderabad,1,Spice Hub,North Indian,3.8,Partner_13,Bike,Net Banking,19-03-2025,22:47:00,37,1.4,718,0,24,742,Delivered,3,Cloudy,No
370,1035,Customer_51,Male,51,Bengaluru,2,Pizza Point,Italian,3.8,Partner_13,Scooter,Credit Card,10-05-2025,19:27:00,49,1.1,1225,150,35,1110,Delivered,2,Cloudy,No
371,1093,Customer_182,Female,45,Bengaluru,6,Tandoori Treat,Chinese,3.8,Partner_15,Scooter,UPI,22-06-2025,03:39:00,35,2.7,1407,20,48,1435,Delivered,2,Rainy,No
372,1060,Customer_198,Female,47,Chandigarh,3,Burger Town,Fast Food,4.4,Partner_20,Cycle,Cash,25-03-2025,16:51:00,29,8.8,1341,0,25,1366,Delivered,4,Sunny,Yes
373,1054,Customer_203,Female,51,Hyderabad,6,Tandoori Treat,Chinese,4.5,Partner_6,Bike,Credit Card,22-06-2025,16:46:00,40,6.6,952,20,20,952,Delivered,1,Cloudy,Yes
374,1063,Customer_120,Female,49,Delhi,3,Burger Town,Fast Food,3.9,Partner_46,Cycle,Wallet,02-06-2025,13:47:00,32,11.6,607,50,32,589,Delivered,4,Rainy,No
375,1233,Customer_56,Male,34,Chandigarh,5,Green Bowl,Healthy,4.2,Partner_15,Cycle,Credit Card,13-03-2025,05:01:00,16,2.4,1028,100,52,980,Delivered,1,Rainy,Yes
376,1050,Customer_40,Female,47,Mumbai,4,Biryani House,Biryani,3.8,Partner_43,Scooter,Cash,19-03-2025,21:13:00,47,4.7,1438,50,29,1417,Delivered,5,Cloudy,Yes
377,1227,Customer_236,Male,20,Delhi,4,Biryani House,Biryani,3.8,Partner_43,Scooter,Net Banking,22-03-2025,12:50:00,25,7.9,443,100,48,391,Delivered,4,Rainy,Yes
378,1241,Customer_244,Male,50,Pune,6,Tandoori Treat,Chinese,3.6,Partner_17,Scooter,Wallet,19-05-2025,19:31:00,39,9.6,1204,150,63,1117,Delivered,3,Rainy,Yes
379,1299,Customer_14,Female,42,Delhi,5,Green Bowl,Healthy,3.6,Partner_23,Scooter,Cash,04-04-2025,11:54:00,37,1.8,292,20,73,345,Delivered,2,Cloudy,No
380,1011,Customer_276,Female,20,Pune,1,Spice Hub,North Indian,4.2,Partner_28,Cycle,Wallet,28-03-2025,05:47:00,41,4.7,334,50,27,311,Delivered,5,Sunny,No
381,1052,Customer_106,Female,49,Hyderabad,5,Green Bowl,Healthy,4.3,Partner_49,Cycle,Debit Card,26-01-2025,16:40:00,25,9.6,999,50,56,1005,Delivered,4,Sunny,No
382,1153,Customer_294,Female,32,Chandigarh,1,Spice Hub,North Indian,4.4,Partner_6,Cycle,Wallet,09-03-2025,01:37:00,21,9.3,1297,20,38,1315,Delivered,5,Cloudy,No
383,1154,Customer_222,Female,30,Hyderabad,2,Pizza Point,Italian,4.1,Partner_17,Cycle,Wallet,19-03-2025,17:13:00,44,10.4,911,0,61,972,Delivered,1,Cloudy,Yes
384,1223,Customer_290,Male,51,Pune,4,Biryani House,Biryani,3.8,Partner_30,Bike,Credit Card,13-06-2025,18:11:00,24,11.5,636,100,37,573,Delivered,4,Rainy,No
385,1083,Customer_132,Male,43,Delhi,6,Tandoori Treat,Chinese,3.9,Partner_10,Bike,UPI,15-03-2025,22:03:00,30,12.2,616,100,37,553,Delivered,4,Cloudy,No
386,1015,Customer_133,Female,60,Hyderabad,6,Tandoori Treat,Chinese,4.3,Partner_42,Bike,Net Banking,11-03-2025,04:39:00,46,12,275,20,30,285,Delivered,1,Rainy,No
387,1058,Customer_293,Male,51,Delhi,4,Biryani House,Biryani,4.5,Partner_38,Cycle,Debit Card,05-02-2025,08:03:00,46,13.4,944,0,45,989,Delivered,1,Rainy,No
388,1074,Customer_55,Male,31,Pune,6,Tandoori Treat,Chinese,5,Partner_29,Scooter,Debit Card,19-04-2025,07:26:00,52,1.8,998,20,79,1057,Delivered,1,Rainy,No
389,1244,Customer_189,Female,19,Hyderabad,6,Tandoori Treat,Chinese,4.5,Partner_39,Bike,Net Banking,07-02-2025,12:23:00,57,12.2,704,50,76,730,Delivered,2,Rainy,No
390,1199,Customer_5,Female,34,Bengaluru,6,Tandoori Treat,Chinese,4,Partner_49,Bike,Debit Card,02-03-2025,15:06:00,28,13,943,0,54,997,Delivered,4,Cloudy,No
391,1242,Customer_212,Female,45,Chandigarh,4,Biryani House,Biryani,4.8,Partner_7,Bike,Net Banking,21-01-2025,16:46:00,31,8.1,269,50,75,294,Delivered,5,Cloudy,No
392,1228,Customer_70,Male,43,Hyderabad,6,Tandoori Treat,Chinese,3.8,Partner_20,Scooter,Wallet,14-06-2025,06:16:00,20,2.6,256,0,61,317,Delivered,2,Cloudy,No
393,1168,Customer_145,Male,23,Bengaluru,4,Biryani House,Biryani,4.1,Partner_12,Scooter,Cash,14-02-2025,23:27:00,51,4.1,1179,20,36,1195,Cancelled,5,Cloudy,Yes
394,1206,Customer_220,Female,27,Delhi,4,Biryani House,Biryani,3.6,Partner_24,Bike,Wallet,13-02-2025,01:41:00,22,1.2,606,50,64,620,Delivered,4,Cloudy,No
395,1254,Customer_196,Male,45,Delhi,2,Pizza Point,Italian,4.8,Partner_39,Bike,Debit Card,10-03-2025,09:49:00,58,3.7,616,20,80,676,Delivered,2,Sunny,No
396,1299,Customer_235,Male,18,Bengaluru,2,Pizza Point,Italian,4.2,Partner_21,Cycle,Cash,05-03-2025,12:37:00,58,4,1465,100,78,1443,Delivered,4,Cloudy,No
397,1242,Customer_182,Male,18,Delhi,1,Spice Hub,North Indian,3.9,Partner_40,Scooter,Debit Card,27-03-2025,08:00:00,40,10.4,1340,0,23,1363,Delivered,5,Sunny,Yes
398,1068,Customer_46,Female,51,Bengaluru,2,Pizza Point,Italian,4.1,Partner_17,Bike,Debit Card,28-03-2025,15:58:00,17,14.7,1231,100,79,1210,Delivered,3,Cloudy,No
399,1161,Customer_224,Male,38,Hyderabad,3,Burger Town,Fast Food,4.6,Partner_32,Bike,Wallet,09-03-2025,17:38:00,57,9.9,739,150,73,662,Delivered,2,Sunny,Yes
400,1224,Customer_60,Female,20,Mumbai,2,Pizza Point,Italian,4.2,Partner_46,Cycle,Cash,11-02-2025,15:56:00,44,7.9,273,100,36,209,Delivered,2,Sunny,No
401,1140,Customer_289,Male,55,Delhi,2,Pizza Point,Italian,5,Partner_1,Cycle,Wallet,13-02-2025,17:21:00,26,6.8,781,20,73,834,Delivered,4,Cloudy,Yes
402,1055,Customer_166,Male,19,Bengaluru,1,Spice Hub,North Indian,3.6,Partner_46,Cycle,Cash,06-04-2025,20:09:00,44,9.8,782,0,45,827,Delivered,1,Rainy,Yes
403,1109,Customer_25,Female,38,Chandigarh,5,Green Bowl,Healthy,4.7,Partner_48,Bike,Wallet,26-05-2025,04:24:00,53,6.3,1127,50,80,1157,Delivered,2,Sunny,No
404,1079,Customer_62,Female,49,Delhi,1,Spice Hub,North Indian,4.7,Partner_48,Scooter,Net Banking,14-04-2025,09:43:00,53,2.8,626,20,44,650,Delivered,3,Cloudy,Yes
405,1217,Customer_47,Female,41,Hyderabad,4,Biryani House,Biryani,4.4,Partner_28,Cycle,Cash,25-05-2025,20:29:00,20,1.6,994,100,37,931,Delivered,4,Cloudy,Yes
406,1269,Customer_43,Female,47,Chandigarh,6,Tandoori Treat,Chinese,4.2,Partner_31,Scooter,Credit Card,11-06-2025,22:05:00,23,10.6,517,100,53,470,Delivered,2,Cloudy,No
407,1056,Customer_262,Female,44,Bengaluru,5,Green Bowl,Healthy,3.6,Partner_43,Cycle,Wallet,12-01-2025,17:31:00,31,6,297,150,24,171,Delivered,5,Sunny,Yes
408,1024,Customer_43,Female,37,Chandigarh,6,Tandoori Treat,Chinese,4,Partner_47,Scooter,Net Banking,16-02-2025,13:24:00,43,9.7,1147,20,70,1197,Delivered,2,Sunny,Yes
409,1223,Customer_274,Male,18,Delhi,6,Tandoori Treat,Chinese,4.1,Partner_1,Bike,Net Banking,22-06-2025,03:37:00,45,7.4,1437,50,75,1462,Delivered,5,Cloudy,No
410,1203,Customer_155,Male,26,Bengaluru,5,Green Bowl,Healthy,3.7,Partner_13,Bike,UPI,22-06-2025,23:33:00,59,14.6,1463,50,64,1477,Delivered,2,Rainy,Yes
411,1238,Customer_76,Female,45,Chandigarh,2,Pizza Point,Italian,3.5,Partner_11,Bike,Net Banking,23-01-2025,10:16:00,59,7.2,1092,150,32,974,Delivered,1,Rainy,Yes
412,1053,Customer_222,Female,49,Mumbai,3,Burger Town,Fast Food,4.6,Partner_39,Cycle,Wallet,27-03-2025,00:16:00,33,1.5,1366,100,23,1289,Delivered,5,Cloudy,No
413,1162,Customer_284,Male,35,Mumbai,6,Tandoori Treat,Chinese,4.8,Partner_27,Scooter,UPI,19-04-2025,19:40:00,46,9.7,324,150,21,195,Delivered,4,Cloudy,No
414,1119,Customer_260,Male,55,Delhi,2,Pizza Point,Italian,4.9,Partner_22,Cycle,Net Banking,30-03-2025,14:57:00,57,7.6,789,20,50,819,Delivered,4,Rainy,No
415,1248,Customer_67,Male,30,Hyderabad,2,Pizza Point,Italian,3.7,Partner_32,Bike,Cash,26-06-2025,02:56:00,46,5.3,1473,20,38,1491,Delivered,1,Sunny,No
416,1033,Customer_173,Female,25,Bengaluru,3,Burger Town,Fast Food,4.4,Partner_8,Cycle,Credit Card,09-05-2025,01:05:00,46,4.6,524,20,72,576,Delivered,3,Sunny,No
417,1225,Customer_235,Male,24,Mumbai,6,Tandoori Treat,Chinese,4.7,Partner_40,Bike,Wallet,27-01-2025,01:43:00,17,8.1,1255,150,62,1167,Delivered,1,Sunny,No
